We had such a great dinner followed by our last dish Haka noodles. Extreme raw onions ruined the dish and it's sharpness brought tears to eyes and bitter Onion taste . Reported to Naresh and he was very argumentative and ruined our whole dinner experience. No help. Not coming again,0
Good food cool atmosphere and quick service. Quality of food is really good,2
We have been coming to Sindhi sweets panchkula since opening.We are always greeted and personally attended by Mr.Naresh ji who always makes sure we have a pleasant and fulfilling experience. We would highly recommend sindhi sweets to all.,2
"Very bad experience, money value is zero. Went after watching advertisements in newspaper poori with petha and aloo and in actual they are serving chhole instead on petha. It took me 46 minute to get my order that too at last when i asked them i will wait only for 1 minute or i will go then they brought it. Manager, cashier staff was clueless what’s going on. In front of manager after scolding him i asked the new to be customers to not order anything as they are taking so much of time, the manager was not interested in asking them to stay or consoling us to not to do so. Pathetic experience, very bad staff and management is zero.",0
"A great place to hang out with your friends, colleagues and family. Great food and the best part is that they have even started serving biscuits with this tasty masala tea which gives it an additional taste.",2
"Ordered Chana Bhatura with Pineapple Raita. Chana Bhatura was fine but quantity was too little. Worst experience with Pineapple Raita, it was just Meethi dahi with a Piece of Pineapple piece over it. Also ordered Chilly Garlic Noodles, which was loaded with Oil.",1
"Sindhis has always been one of my favorites for sweets, quick snacks and dining in once in a while.This Sindhis in Panchkula sector 11 is centrally located. Very well stocked and always great quality products. The restaurant offers a variety of options too.There could be a challenge in finding a parking spot inside the market area; so avoid driving inside if you see too many cars. Better to park along the road if you see other cars parked roadside.",2
One of the best places to dine with family… we would like to thank Mr Naresh for excellent hospitality and fine dining experience,2
"For people like me coming from the US, this is a treat. Although we get all Indian snacks in the US, the quality and taste here is so different and good.
Comfort food.",2
This is my 1st experience. In manu there are  many items to eat. And they are very tasty.But in my second time I ordered Dal halwa it's not good as much as I eat before . And also Dhai gol gappe it's like Items are not fresh. They have good sitting area but they are not good in food.,1
"The restaurant has a cozy and inviting atmosphere, and the staff was incredibly friendly and attentive.
Also the food was amazing.",2
The food is  good  and great place  and  the  staff is soft- spoken especially shashi paul and especially chana bhatura is very tasty 😋,2
Awesome place for family get together. Tasty Food specially some items without onion and garlic. Good Service by staff. Mr. Bavender Parsad (Restaurant Manager) and His staff is welcoming and always with a smile.,2
Have been a regularly visiting Sindhi Sweets in Sector 17 Chandigarh since I was a kid. Love their variety in snacks n sweets. So glad that they opened up an outlet in Panchkula.,2
"Food is ok, but the senior staff is very rude. I called them for a table booking as our guests were more than 10, I talked to two different people and both were very rude. They didn't have even basic etiquettes to talk and were not even concerned about any booking. Very bad experience, was not expecting this from Sindhi Sweet, Sector 9, Pkl. So I got my booking done at some other place.",0
Excellent staff and food. We would thank Naresh ji for his hospitality in giving us a good food experience.,2
We have been bringing our corporate  clients for lunch and dinner.Mr Naresh here provides us with best service which helps us to serve our clients .,2
It was a really great experience  with high quality food and really good service.,2
"Hello ppl, pls don't buy Special Dodha barfi from sindhi, Poor taste for 600rs kg.The mixture of ghee & khoya not upto the standardsThis is not a proper Khoya, tastes like rabri mixOm sweets (Delhi NCR) specialists of Dodha barfi giving at 400rs kg price#unchidukaanfeekapakwaan",0
"Somehow I got to know about this New Sindhi’s franchise opened at Panchkula. Thought of trying it and it turned out to be awful. The service sucks, the cleanliness was worst and the food was tasteless. This is very hard for me to digest such a renowned brand is getting destroyed just because people who own these franchisees are depleting it day by day.",0
"Sindhi sweets restaurant is very good the chana bhatura there is very tasty and  curd Manipuri  and the staff was also very cooperative, especially Shashi Paul !",2
One of the biggest Sweet and Restaurant in Tricity. 101℅ pure and Veg 💚. You should visit this place with your family and friends.,2
"One of the finest sweet shop chain in north india. They have a great rasgullas other sweets are just fine like others nothing extraordinary. Kachori, pakoras are great too. Golgappa and chat is average. Coming to restaurant section: great dosa, average bhaturas, good manchurian but pathetic noodles. Last time as well i asked specifically that don’t put too much oil but i guess they don’t listen. In overall i will go again for dosa for sure.",0
I had my team party over there but yes quite overpriced and food was fine but with low quantity,2
I always wanted this place to be in pkl after chd. Got sick of standard outing places in pkl.Pros:1. Huge dining space in sec 11 showrooms.2. Good quality has always been plus for sindhi foodies.3. Food pure veg.4. Nice place to dine out with family5. Pocket friendly.Cons:1. Parking space less.Overall good place. Suggest to visit,2
Samosa... goodDal kachori.. goodEspresso coffee... very goodChutneys... goodFrench fries.. averageBread pakora... average,2
The ambience is good.. service is a little slow and the menu is good  as per the price but thalis are really not good as per taste. One can go for the Chinese dishes. Those are 😋.,2
"The place is situated in Sector 11 market Panchkula. The ambience is amazing. The restaurant is also a sweet shop at the entrance with a lot of variety of sweets , chocolates and gift packs. The food was amazing and well served. Seating is no problem and is abundant. Recommended for future visits",2
"Undoubtedly the best place in Panchkula for top quality Indian sweets and snacks.Tried their restaurant with family and ordered golagappas, kulfi falooda, hot coffee, bhelpuri and dosa.Best kulfi falooda ever eaten in my life; amazing. Hot coffee, and golagappas were also outstanding. Dosa was average. Bhelpuri was good.Strongly recommended for Indian snacks and mithai.Wheelchair accessibility: Not wheelchair friendly. You need to climb atleast 10 steps",2
So yummy food must try chilli potatoes too ymm so good  👍,2
"A big shop for sweets, snacks, biscuits, cakes, juices.
We came here for delicious Doda barfee. Also try 'Kheer Kadam'.",2
"Poor quality..After requesting for less salt food also they add salt in too much quantities… no preferences are considered even on requesting …Dissatisfied in all terms …Vegetarian options: Gol gappe, Gobhi Manchurian , dosa",0
"The place is one of the most popular for dine in around the area and is very busy during the weekends. Wait times are not that high, food quality and taste is consistent across their chain and most of the items have a tinge of sweetness given the sindhi cuisine. Service suffers at times given the kind of rush they have, but the servers do their best.",2
Good for large gatherings and family dinners. Very good kids friendly menu.,2
Great ambience.. Great food.. Very nice and polite staff.. Great experience 😊😊,2
Food quality is very very poor.Salt is very high in all dishes.Pls do not come at this place for food.Totally wastage of money.Vegetarian options: Na,0
"Food was fine, service could hv been better. The masala dosa filling is spicy, do keep in mind.",1
"Top quality bakery products , neat and clean ambience. Good place to visit",2
Sindhi sweet is good as compared to their competitors in Tricity. They should work on the staff’s training though as they are not responsive and need to learn customer service skills.,2
"Literally third class experience in your outlet sector 11 panchkula your staff is so rude , no one os listening to the order like literally worst the most worst experience he uses so cheap like galli chaap language please look into this matter",0
"Thought of trying Sindhi panchkula first time with family..Chole bhature were pathetic..means no taste of chole ,they were sweet as hell..aloo subzi again was tasteless..the thali presentation was extremely poor..had to ask for pickle to eat bhature...Other members ordered Masala Dosa and they had the same feedback regarding Dosa taste and quality...Then and there only I told the waiter that don't the chef taste its own product to see what he has made or some person responsible for food quality...it looked he went inside to communicate the but never responded back to me..I will never visit Sindhi again ...",0
"Food was overpriced especially snacksAnd staff was too rude to talk they don’t have basic etiquettes to talk to peopleIn total , a very bad experience",0
Food is yummyI loved the sindhi special dosaDahi balla needs to be softSweets are delicious,2
Very delicious sweets as well snacks. From Surat and specially visited to have Rajma chawal.,2
"Ambience is no doubt great, food choices are good and tastewise also very nice but service is little bit down, being less rush the order took time to arrive. The food prices are pocket friendly.",2
"One of the best vegetarian food 😋 👌

Vegetarian options: Pure vegetarian good atmosphere",2
The waiter was confused and spill the ras of ras malai we ordered.,1
One of the best place for eating chaat and kulfi.Even mithai's are tasty.A must visit if you come to Panchkula.Service is also good.👌,2
Good ambience reasonable rates good variety polite staff.Dishes for all age-group available with good quality bakery items and sweets,2
If you are loking for a good quality pure veg restaurant and sweet shop then look no further. Sindhi Sweets located in sector 11 Panchkula offers a decent place to eat at. Their dahi papdi is a must try. Gilgappas were below expectation though. The oreo shake can also be tried. The sweets are amazing.Vegetarian options: Everything on the menu is vegetarian,2
"Makki roti sarson saag excellent taste,super
Way of packing
.",2
Nothing can beat over taste and quality when compare to Sindhi Sweets. Great Eating place with top quality of food. Pure vegetarian!!,2
Good sweet eatery place near lakkad bajar. Should try once 😁,2
"Visited Sindhi sweets for dinner with family. We had to wait initially for over 30 minutes to get a table for the dining area, the self service area was open though.They have a decent menu covering Indian, Chinese, Italian and South Indian food. Highly recommend their kulcha, Chole, aloo tiki dahi and fall makhani.The desserts too are wonderful here and a must try.",2
"Chole bhature worth a try.... Amritsari kulcha more like aloo paratha

Quality of mithai is not as good as it used to be",2
Great place to enjoy your meal ..well mentione place specially it is not noisy..,2
Sec-11 Panchkula. Very nice place with great arrangements and food 🍱🍲🌯🌮,2
"Very nice place in Panchkula Sector 11, as well as Elante mall also. I visited both places. Food is good, quantity sufficient and atmosphere very cool. May visit.",2
Sweets are very good . Service is poor in the restaurant. They are not able to cater to the large crowd there.,2
"It's a nice place. Better among the Sindhi outlets in the TriCity. Food is fresh and tasty.
Kids friendly customisations are easy and service is good.
Must try!",2
Among best place for eating in sector 11 PanchkulaVegetarian options: Indian and ChineseParking: Some time difficult to find parkingKid-friendliness: Mostly kids liking dishes are availableWheelchair accessibility: Yes,2
"Amazing sweet shop ,their Rasmalai is mouth waterinh😍😍🤗",2
"Food quality is average. However, the restaurant itself is pretty good looking.
The service staff isn't particularly quick and attentive to customers' needs.",1
"The gulab jamun were too sweet for my taste,the coconut laddu were yumm",1
I would also like to mention the exceptional services given by Mr Naresh and his team. Great job!!!!!,2
"Very testy every food,fast food,sweets also and soya chap

Vegetarian options: Veg Manchurian with noodles",2
Ordered more than 5 dishes... Pizza was totally burnt but the chef did not accept his mistake. Also Amritsari kulcha was just elongated aloo parantha :( Expected a lot more from brand such as Sindhi Sweets.,0
"Dahi balla prepration is worst - 1star
But Soup is Good  -5star",2
The quality of the sweets sold by Sindhi Sweets is amazing. With a large variety of sweets you are likely to find most kinds of sweets. The price is on the higher end though. They have a restaurant as well but serve only Veg. The service staff is well behaved and polite.,2
"Lots of variations of sweets, which are so delicious & yummm. We visited restaurant too and had mouth watering dinner with our family.One of the finest sweet shop chain. Kachori, pakoras are great too. Golgappa and chat is average. Great dosa, bhaturas, good manchurian but not happy with noodles. In overall i will go again for dosa for sure.",2
They make fraud when we order online. I have order some 3 plates and they delivered half of the order and they charge full amount,0
Cakes were lil expensive and quantity and finishing was also not so appealing. Sweets  variety was good. Fine in area is also available which looks fresh with green grass. The quality of food was fine. The carpet area is enough to move properly. Display of sweets and other items are done fantasticallyVegetarian options: Bhalla papdiTikkiGol gappeParking: Parking area is Lil busy in evening time.Kid-friendliness: Many options are available for kidsWheelchair accessibility: Yes,2
"If i could have option, i definitely give minus rating. The man in cake section is such a rude that he think we r taking stuff free from them. He dont have manner to talk to the customer. Cake  was delivered to us was entirely different than that we ordered. At the laat moment of fuction , we have to compromise as no.option was left with us. Rather than feeling sorry, the person at cake counter was talking rubbish and rude. I strongly advice the authority of Sindhi to look into the matter and direct the person to have some manner while dealing with customer because they are paying for the stuff. Really feeling bad...",0
Very good family restaurant. Famous for its special ladoos. Jain food is also available. Service is up to mark. The restaurant and its staff is good and welcoming.,2
"Staff are rude while taking orders and food are not good, we found cockroch in dal.Vegetarian options: The one who likes cockroaches can go to eat them.",0
"To start with the ambience: absolutely divine for a sweet cum restaurant. Elegant.Staff: 5*Food is just amazing: i tried south Indian, Punjabi, tandoori starters. Every dish is really delicious. For vegetarian, it's really a good choice.",2
"Ordered veg biryani and cappuccino. Veg biryani was tasteless and 10-15 dal chini pieces were their i one plate serving. Please change the chef or just tell him that dal chini is a strong masala and is for flavor not to chew.And plus the coffee was very strong, if i wanted a strong one , could have ordered espresso.Poorest and tasteless meal i had.",0
Always Sindhi panchkula offers wonder sweets and food. They are fresh and served in a nice way. Would recommend Sindhi over other nearby sweet shops for sure. Keep up the good work.,2
All amazing. Good place. Little bit costly but food quality is good.,2
"My cousin visited yesterday for lunch
Found cockroach in food in Sindhi sweet panchkula its pathetic",0
"Ohh..Lot of sweet items...but Dhoda Barfi is special one ... स्वच्छ ,  सुंदर एवं  शुद्ध दुकान।",2
"Very nice place for family dinner and lunch
Nice staff
Good food",2
These days Sindhi sweets is using lot of sugar in making their sweets. Pl reduce the sugar content.,0
Nice restaurant and sweet shop. Lots of seating capacity. But one negative issue is voice resounds and reverberations are felt due to non sound absorbing walls of the restaurant.  Good menu but steep prices.,2
"Ordered navratri thali for vrat.
Great taste, delicious 😋",2
"Nice place to eat especially with family. Cleanliness, atmosphere, service and food all are amazing.",2
"I heard a lot about this place from different people so my husband and I want to try the biryani here. The place is a cute, clean and decorated place. The restroom was pretty clean. I was really happy about that. They do not have license to serve liquor, you can get non-alcoholic beverages. Biryani was good and we were able to share one biryani ordered between me and my husband. I will definitely try some other brownies next time.",2
Very tasty biryani... staff is very good and well mannered.... just loved it...,2
"Food tastes good. The place is small, tends to get filled up quite quickly. The washroom is very neat and clean.",2
"I tried briyani first time in my life, and craving occurs because i watched so much youtube reviews, then i finalised to try it,and Its like heaven in first bite, Looking forward to try more itinaries soon,Packing is the first attraction point and quality of food is quite Superb and Masalas are so balancedalso they add A desi kind burner to heat it again at home or any location as per your comfort.",2
"Ordered 1Kg Biryani (Hyderabadi and Lucknowi) from Kilo....Delivered by Swiggy.Taste 0Quantity Rice 5Quantity Mutton/Chk 0The biryani had no gravy, we kept on mixing rice in both the biryanis but neither did we find any Masala nor did we find proportionate quantity of pieces in both of them. There was nothing but chillies in both the portions. All I can say is.... ""Naam bade aur darshan chote. """,0
"Not good at all, we ate mutton biryani but only found 2 mutton pieces,1 egg and potato taste was not good, only staff is good",0
"I have strongly recommend try once Biriyani by kilo.awesome taste ,you can't forget.",2
"Tried there Hyderabadi Chicken Biryani, i must say taste it’s delicious. Only drawback is you have to wait a bit for food preparation but the wait is worth.Ordered Paneer tikka as starters but was not good for the price it’s offered and the proportion was also small check the image.",2
"So we visited this place BBK. Too famous for it's biryani. Proper protocols were followed. On arriving temperature was checked and hands were sanitized. Next the glasses and plates have been set in the sanitized machine which is again a measure to avoid COVID - 19.Talking about ambience, it's really nice for family, friends. Low music with good lighting.Veg Byryani - seriously too yummy, the presentation is very good. All the vegetables are sorted and it was spicy so yes tastes awesome.Veg kabab - it was nice too, specially when served with green chutney.Then comes my favorite - Phirni which was really the best. I had it for the first time and really loved it. I would love to visit the place again.So if someone's here in tricity and want to have biryani or phirni, BBK is the best.",2
"Visited to this at night , ordered panner dum biryani. Kept us waited for long time outside, as they don't have space to accommodate takeaway people. its hardly a small place for dining, near about 10 to 12 at a the me can dine in. Taste was not so good as per the cost. Rice was over cooked as it is sticking doesn't look like dum biryani.  This I can make myself instead of going here , disappointed. Packing was excellent but I don't suggest here for food lovers.",0
"One of the finest brands when it comes to serving authentic biryanis in town. This place has always been a goto place in Chandigarh for my biryanis. Having much experience staying in Hyderabad and in love with the biryanis there, this is the closest if not perfect in tri-city if you are looking for one.They have always come up with nice menu additions and this time I tried their new chicken tikka biryani which was really nice too.",2
"The taste of the food is perfect, even when I ordered it at home, the taste was the same..",2
"Visited the place for the very first time, here are my honest observations:1. Though compact, the restaurant is beautifully decorated reflecting Indian Mughal history. Not only does the flooring match the said theme but also the furniture and the music. A quick advice to the owners would be to play a relaxing and calm music rather than the heartbroken one! 🤣 People visit such places to enjoy n laugh, the music doesn’t let them catch a break man. 😆2. The food is cooked and served in a traditional clay biryani pot. The texture and food quality was just amazing. The kababs, both veg and non veg just melted in mouth. Beverages, on the other hand, were yummy but served with a very less quantity, which was quite surprising!3. The restaurant followed all hygiene standards as per the status Quo COVID 19.4. The staff was quite respectful, professional and amicable. Not only were they well aware of the menu, but also explored some customer friendly offers.I hope the suggestions given by me to the restaurant owner would be taken with a positive spirit. Thank you for wonderful hospitality guys!",2
"Taste - 4/5Portions - 4/5Ambience - 4/5Service - 4/5Value for money - 4/5 (₹1k for two approx.)Serving dum cooked handi biryanis, this outlet is located in sector 30, chandigarh.The place is small, the ambience is warm with dim yellow lights & elements that depict royal biryani history.I tried :1. Murg hyderabadi biryani - 4/5This was delicious, the rice was perfectly cooked, had good chicken pieces & flavours.However, the biryani tasted a bit dry & would have been better if the portions of salan & raita were proportionately increased.2. Peshawari chole biryani - 3/5This was an experimental dish, it had good flavours but nothing can beat the taste of classic biryani (non veg & veg)3. Chicken ghee roast - 5/5Absolutely loved the spices in this, the chicken was roasted generously in ghee.The dish was spicy, delicious, had beautiful ghee aroma & was served with tangy mint chutney.4. Imli adrak lemonade - 3/5Apt to the name, this was a refreshing drink & felt lighter, acted as a digestive on the heavy biryani & ghee roast.5. Sweet lassi - 4/5The lassi was decent, not very thick & creamy but had apt sweetness.6. Matka phirni - 4/5Couldn't have been a better way to end a biryani meal.This was sweet and creamy melt in mouth delicacy.",2
Do try Kolkata Biryani because it is least spicy. I love it. Also it comes with egg and a super tasty potato ball.Other items are good as well. Chicken tikka is also superb.Vegetarian options: All non veg items have similar preparations without meat.Parking: The whole market parking is availableKid-friendliness: Kids chair is availableWheelchair accessibility: The place is easily accessible using a wheelchair.,2
A wholesome experience at biryani by kilos. I have ordered chicken hyderabadi handi boneless biryani which was very delicious. I requested for add ons and it was provided. Value for money experience.,2
I really loved their Boneless Chicken Biryani with Salan!It really was unexpectedly amazing!It was a delivery order. I received the Biryani Hot! They also provided an extra utensil to re-heat the Biryani if needed along with 2 candles to heat the pot!The quantity was amazing!The taste was amazing!The boneless chicken in the Biryani was mouth watering!The order and pot were well sanitized and well sealed!Definitely ordering from here again!,2
"I had an opportunity to visit this place yesterday afternoon and it didn't disappoint me. Wonderful ambience and decor. Though they took time to make biryani (understandably), service was great. Food was delicious. We will be delighted to come back again.",2
We ordered it online and honestly I am not satisfied with the taste in this price.It looks expensive but i had better Hyderabadi biryanis's in less money.It won't create any hipe taste is basic there is not enough aroma.I can cook Biryani like this myself.Packing and presentation is 10 on 10 but the real taste is missing.Maybe it's their own way or recipe to cook but my expectations is in comparison of the briyani's i had in past it's not even close to that authentic taste.For taste it's 6 out of 10.,1
"I have visited this place so many times. This is the best place to have biryani. I just love their Murg Malamal Biryani. It is my favourite biryani. Then I've tried Chicken 65 which was also good. Coming to my second favourite dish here which is Mutton Galouti Kebab which is served with Parantha. This is a must try.The place is really good. The staff is amazing. I would rate this place 5/5. Whenever I go to Biryani by Kilo, I just repeat my order and order Murg Malamal Biryani. I just love it. This place will not disappoint you.",2
"For peaceful atmosphere, family outing and for those looking on a mouth watering dishes in combination with rice and lemonades. This place is a visit for sure. Good place. One of my favorite😍Parking: Not that difficult. It is subject to availability of space.",2
"A restaurant located in market area of sec 30 Chandigarh, other one is located on airport road.This restaurant provides biryani as a meal along with raita or salan. One can order full Biryani or half biryani,  served in earthen pots.Taste freshness and quantity is 7/10. Ambience of the place is 7/10. Service quality is 5/10. Neatness is generally maintained7/10, but staff should also take care of removing flies floating around the guests, as experienced by self while dining. Pricing is 7/10, for the services offered.",1
"It was a great experience visiting The Biriyani By Kilo... As a Bong, the main attraction for me was about the Kolkata special biriyani which they did a fantastic job. Just a hinge remains when you hear you cannot an extra egg or potato with the handi you ordered...😂",2
Popular for Biryani(i like kathal biryani)But DUM nihari gosht is a must try.You can literally feel the flavours on ur palate.The packaging is also very safe.Order at-least one hour before as its the preparation time.You’ll get 4 peices in one plate.,2
"This outlet is so lonely.. no music, ambience is shabby, negative vibes although staff was gud n courteous n food was also decent. Owner should either shift the location or should make it lively. Very bad experience. I even had to get the food packed after ordering as sitting inside with family was too uncomfortable and bad.Vegetarian options: Limited options n we should call it pulao instead of veg biryani as this is what is served.Parking: Parking is always empty thanks to bad location.Kid-friendliness: Not kids friendly as it is a shabby place.",0
"I heard a lot about this restaurant, and finally I went there today. First impression from restaurants ambience was good.Then staff's service was also wonderful.I read a lot from Zomato's review so I was very curious.I ordered veg hydrabad biryani. They told me it will take 25 mins to prepare , I was also aware about the time taken to cook biryani. Staff told me that if one order for home delivery then they took 45-60 mins to prepare because they deliver in the same bowl in which it's cooked but in case of dine-in they use different material bowl that helps to cook faster.While you wait for your order they gives you papad with green mint sauce and with curd.After biryani was served on table and they opened bowl you will get to know restaurants speciality. Taste was very good, infact awesome . Biryani was served with gravy. Staff was so generous they get to know that its my first visit so they complimentary gave us sweet dish (Firni) thumbs up for their hospitality.I must recommend this for delicious biryani.",2
One of the best place for good tasty biryani. Tried their Hyderabadi Dum Biryani. It was yummy and the presentation and packaging was spot on. Portion size was apt for three. Salan also tasted good.,2
"One of the preferred destinations to enjoy some quality Biryani options in Chandigarh/ Tricity. Packing & takeaway service is also good. Plus, the ambience of the restaurant is quite good. Do visit with your friends and family members.",2
"The heavenly place for Biryani lovers! This place did not disappoint. 🍴Prepared authentically as per the loyal tradition, this place took its time to bring our orders but it was worth the wait after all. Excited to visit an outlet whenever I would get a chance.",2
